fid,id,left,top,right,bottom,row_index,col_index,area_km2,fid_count,area_m2_sum,density,area_m2_mean,area_m2_max,area_m2_stddev,UMAP1,UMAP2,Cluster
362,857,751540.6993,2569188.0052,752540.6993,2568188.0052,16,28,0.999,527.0,160829.719,0.161,305.179732,36758.132,1670.084668,9.562738,5.339942,5
363,858,751540.6993,2568188.0052,752540.6993,2567188.0052,17,28,0.999,1226.0,278007.262,0.278,226.759594,3226.984,287.509401,12.607483,3.861752,2
364,859,751540.6993,2567188.0052,752540.6993,2566188.0052,18,28,0.999,810.0,248629.372,0.249,306.949842,2885.941,338.609837,12.116289,4.701148,2
365,860,751540.6993,2566188.0052,752540.6993,2565188.0052,19,28,0.999,453.0,191607.41,0.192,422.974415,3440.326,497.943256,11.35264,7.0010257,5
366,861,751540.6993,2565188.0052,752540.6993,2564188.0052,20,28,0.999,370.0,160929.768,0.161,434.945319,3516.038,544.820967,10.890774,7.3668694,5
367,862,751540.6993,2564188.0052,752540.6993,2563188.0052,21,28,0.999,156.0,56671.862,0.057,363.281167,2381.324,472.216429,8.529034,8.197771,5
368,863,751540.6993,2563188.0052,752540.6993,2562188.0052,22,28,0.999,19.0,7616.893,0.008,400.889105,1364.748,483.35024,7.139328,8.073859,0
369,864,751540.6993,2562188.0052,752540.6993,2561188.0052,23,28,0.999,30.0,3752.497,0.004,125.083233,501.915,116.078603,6.4549513,13.427022,4
370,865,751540.6993,2561188.0052,752540.6993,2560188.0052,24,28,0.999,10.0,1578.414,0.002,157.8414,352.345,104.334871,6.132776,13.053895,4
371,866,751540.6993,2560188.0052,752540.6993,2559188.0052,25,28,0.636,14.0,839.323,0.001,59.951643,154.793,46.311442,6.4472003,15.9524765,4
372,867,751540.6993,2559188.0052,752540.6993,2558188.0052,26,28,0.01,,,0.0,,,,-17.066294,-0.21919096,1
373,878,752540.6993,2578188.0052,753540.6993,2577188.0052,7,29,0.181,171.0,14619.452,0.081,85.493871,609.939,89.810292,7.8020606,13.273916,4
374,879,752540.6993,2577188.0052,753540.6993,2576188.0052,8,29,0.872,510.0,94993.185,0.109,186.261147,1671.149,217.158363,10.550438,9.882463,3
375,880,752540.6993,2576188.0052,753540.6993,2575188.0052,9,29,0.999,568.0,220071.193,0.22,387.449283,2986.58,454.736481,11.730252,6.511527,5
376,881,752540.6993,2575188.0052,753540.6993,2574188.0052,10,29,0.999,862.0,327477.043,0.328,379.903762,3901.181,438.107159,11.796575,3.3961596,2
377,882,752540.6993,2574188.0052,753540.6993,2573188.0052,11,29,0.999,929.0,323075.995,0.323,347.767487,6601.642,456.399848,11.983843,3.223553,2
378,883,752540.6993,2573188.0052,753540.6993,2572188.0052,12,29,0.999,699.0,103819.498,0.104,148.525748,2504.723,204.976147,11.0061,10.020754,3
379,884,752540.6993,2572188.0052,753540.6993,2571188.0052,13,29,0.999,674.0,79183.33,0.079,117.482685,2832.165,165.943389,10.966944,10.145476,3
380,885,752540.6993,2571188.0052,753540.6993,2570188.0052,14,29,0.999,392.0,40230.503,0.04,102.628834,870.042,98.029387,9.569566,11.748503,3
381,886,752540.6993,2570188.0052,753540.6993,2569188.0052,15,29,0.999,1269.0,170331.077,0.171,134.224647,2303.46,170.341321,12.584788,5.008948,2
382,887,752540.6993,2569188.0052,753540.6993,2568188.0052,16,29,0.999,299.0,42118.601,0.042,140.864886,976.241,131.484753,9.326956,11.66361,3
383,888,752540.6993,2568188.0052,753540.6993,2567188.0052,17,29,0.999,453.0,104530.306,0.105,230.751227,1827.002,254.23178,10.482248,9.74069,3
384,889,752540.6993,2567188.0052,753540.6993,2566188.0052,18,29,0.999,558.0,162096.235,0.162,290.495045,2308.364,288.549491,11.924191,7.0046053,5
385,890,752540.6993,2566188.0052,753540.6993,2565188.0052,19,29,0.999,923.0,229629.662,0.23,248.786199,3122.483,345.992894,12.316771,4.7613935,2
386,891,752540.6993,2565188.0052,753540.6993,2564188.0052,20,29,0.999,446.0,148856.171,0.149,333.758231,3516.038,491.362278,11.202273,7.321344,5
387,892,752540.6993,2564188.0052,753540.6993,2563188.0052,21,29,0.999,492.0,140927.989,0.141,286.439002,10220.237,599.552116,10.287088,6.4010773,5
388,893,752540.6993,2563188.0052,753540.6993,2562188.0052,22,29,0.999,100.0,31576.821,0.032,315.76821,1701.251,355.265258,6.5174804,9.155133,0
389,894,752540.6993,2562188.0052,753540.6993,2561188.0052,23,29,0.999,67.0,25915.438,0.026,386.797582,2158.606,448.888307,7.2499914,8.015766,0
390,895,752540.6993,2561188.0052,753540.6993,2560188.0052,24,29,0.999,7.0,1168.583,0.001,166.940429,524.626,155.588874,6.1512175,12.635566,4
391,896,752540.6993,2560188.0052,753540.6993,2559188.0052,25,29,0.834,29.0,5815.8,0.007,200.544828,977.757,217.759074,6.178779,10.889254,0
392,897,752540.6993,2559188.0052,753540.6993,2558188.0052,26,29,0.173,1.0,193.179,0.001,193.179,193.179,0.0,6.0545883,13.327271,4
393,909,753540.6993,2577188.0052,754540.6993,2576188.0052,8,30,0.287,9.0,897.893,0.003,99.765889,450.227,130.613452,6.690248,14.328296,4
394,910,753540.6993,2576188.0052,754540.6993,2575188.0052,9,30,0.999,64.0,10348.073,0.01,161.688641,1529.072,261.317646,6.690761,11.120543,0
395,911,753540.6993,2575188.0052,754540.6993,2574188.0052,10,30,0.999,380.0,168967.744,0.169,444.651958,4547.629,524.120625,10.933641,7.2791786,5
396,912,753540.6993,2574188.0052,754540.6993,2573188.0052,11,30,0.999,874.0,255770.583,0.256,292.643688,5087.238,373.966931,11.782229,4.777828,2
397,913,753540.6993,2573188.0052,754540.6993,2572188.0052,12,30,0.999,715.0,100933.313,0.101,141.165473,2608.381,239.802833,11.023521,10.055118,3
398,914,753540.6993,2572188.0052,754540.6993,2571188.0052,13,30,0.999,475.0,106328.679,0.106,223.849851,2437.684,355.836607,10.548034,9.676805,3
399,915,753540.6993,2571188.0052,754540.6993,2570188.0052,14,30,0.999,596.0,212650.344,0.213,356.795879,3801.402,443.984213,11.731746,6.537047,5
400,916,753540.6993,2570188.0052,754540.6993,2569188.0052,15,30,0.999,539.0,155863.224,0.156,289.171102,3801.402,418.295679,11.7149105,7.0170107,5
401,917,753540.6993,2569188.0052,754540.6993,2568188.0052,16,30,0.999,309.0,43322.16,0.043,140.201165,831.413,125.405317,9.364143,11.527459,3
402,918,753540.6993,2568188.0052,754540.6993,2567188.0052,17,30,0.924,279.0,43793.728,0.047,156.966767,1625.415,183.643415,9.379476,11.310573,3
403,919,753540.6993,2567188.0052,754540.6993,2566188.0052,18,30,0.933,674.0,141483.561,0.152,209.916263,2692.713,296.034904,11.065702,9.64764,3
404,920,753540.6993,2566188.0052,754540.6993,2565188.0052,19,30,0.999,324.0,161972.511,0.162,499.915157,5037.344,634.023519,10.8406315,7.271612,5
405,921,753540.6993,2565188.0052,754540.6993,2564188.0052,20,30,0.999,274.0,116924.31,0.117,426.731058,2859.159,417.67755,10.209987,7.6972694,5
406,922,753540.6993,2564188.0052,754540.6993,2563188.0052,21,30,0.999,51.0,23869.391,0.024,468.027275,3872.148,676.975096,7.841108,7.039913,5
407,923,753540.6993,2563188.0052,754540.6993,2562188.0052,22,30,0.999,138.0,48153.934,0.048,348.941551,4710.232,661.659353,8.832131,7.6110907,5
408,924,753540.6993,2562188.0052,754540.6993,2561188.0052,23,30,0.999,183.0,82099.149,0.082,448.62923,4845.521,724.487624,8.273807,7.341322,5
409,925,753540.6993,2561188.0052,754540.6993,2560188.0052,24,30,0.999,258.0,58767.234,0.059,227.779977,1976.501,319.296272,9.423278,10.1958885,3
410,926,753540.6993,2560188.0052,754540.6993,2559188.0052,25,30,0.999,36.0,4716.564,0.005,131.015667,977.757,170.089249,6.6137214,12.81366,4
411,927,753540.6993,2559188.0052,754540.6993,2558188.0052,26,30,0.565,27.0,3273.62,0.006,121.245185,731.425,147.998995,6.6299167,13.005007,4
412,938,754540.6993,2578188.0052,755540.6993,2577188.0052,7,31,0.011,,,0.0,,,,-16.66193,-0.17760114,1
413,939,754540.6993,2577188.0052,755540.6993,2576188.0052,8,31,0.882,,,0.0,,,,-16.745071,0.3264749,1
414,940,754540.6993,2576188.0052,755540.6993,2575188.0052,9,31,0.999,1.0,202.599,0.0,202.599,202.599,0.0,5.9843287,13.273078,4
415,941,754540.6993,2575188.0052,755540.6993,2574188.0052,10,31,0.999,208.0,52893.925,0.053,254.297716,7468.435,621.272845,9.231405,7.6997604,5
416,942,754540.6993,2574188.0052,755540.6993,2573188.0052,11,31,0.999,577.0,218668.974,0.219,378.975692,5087.238,513.051954,11.540013,6.32581,5
417,943,754540.6993,2573188.0052,755540.6993,2572188.0052,12,31,0.999,734.0,255778.264,0.256,348.471749,5087.729,428.518593,11.401723,4.9442024,2
418,944,754540.6993,2572188.0052,755540.6993,2571188.0052,13,31,0.999,693.0,302743.548,0.303,436.859377,2853.28,456.584692,11.693652,3.5844915,2
419,945,754540.6993,2571188.0052,755540.6993,2570188.0052,14,31,0.999,822.0,314670.279,0.315,382.810558,2792.847,408.910393,11.759226,3.485187,2
420,946,754540.6993,2570188.0052,755540.6993,2569188.0052,15,31,0.999,221.0,87991.347,0.088,398.150891,2011.861,462.782246,8.626119,8.0220785,5
421,947,754540.6993,2569188.0052,755540.6993,2568188.0052,16,31,0.977,229.0,56198.859,0.058,245.409865,2290.158,400.445383,9.219911,9.888987,3
422,948,754540.6993,2568188.0052,755540.6993,2567188.0052,17,31,0.225,25.0,9388.101,0.042,375.52404,2663.521,663.638001,7.3761926,7.8385396,0
423,949,754540.6993,2567188.0052,755540.6993,2566188.0052,18,31,0.847,306.0,115363.604,0.136,377.005242,4047.033,510.47382,10.530852,7.647424,5
424,950,754540.6993,2566188.0052,755540.6993,2565188.0052,19,31,0.999,208.0,93952.964,0.094,451.696942,3819.003,751.237193,8.346773,7.4093156,5
425,951,754540.6993,2565188.0052,755540.6993,2564188.0052,20,31,0.999,37.0,15085.463,0.015,407.715216,1598.241,449.97046,7.1470256,8.067422,0
426,952,754540.6993,2564188.0052,755540.6993,2563188.0052,21,31,0.999,118.0,26346.512,0.026,223.275525,1389.92,269.737372,6.630952,10.3689995,0
427,953,754540.6993,2563188.0052,755540.6993,2562188.0052,22,31,0.999,14.0,7942.293,0.008,567.306643,1860.599,558.576454,7.654891,7.154194,5
428,954,754540.6993,2562188.0052,755540.6993,2561188.0052,23,31,0.999,152.0,57538.921,0.058,378.545533,1943.802,439.39039,8.395601,8.130624,5
429,955,754540.6993,2561188.0052,755540.6993,2560188.0052,24,31,0.999,282.0,97764.774,0.098,346.683596,3905.319,506.511116,10.176564,7.919917,5
430,956,754540.6993,2560188.0052,755540.6993,2559188.0052,25,31,0.999,374.0,132750.888,0.133,354.948898,3220.745,439.681706,10.711491,7.6771817,5
431,957,754540.6993,2559188.0052,755540.6993,2558188.0052,26,31,0.848,100.0,30053.355,0.035,300.53355,1905.651,319.211611,6.4652205,9.210989,0
432,958,754540.6993,2558188.0052,755540.6993,2557188.0052,27,31,0.029,,,0.0,,,,-17.16502,0.03644711,1
433,968,755540.6993,2578188.0052,756540.6993,2577188.0052,7,32,0.284,,,0.0,,,,-16.825724,-0.15713471,1
434,969,755540.6993,2577188.0052,756540.6993,2576188.0052,8,32,0.504,552.0,50847.592,0.101,92.115203,927.388,88.222146,10.058445,11.536082,3
435,970,755540.6993,2576188.0052,756540.6993,2575188.0052,9,32,0.999,457.0,35763.952,0.036,78.258101,482.357,63.244964,9.649721,11.7255335,3
436,971,755540.6993,2575188.0052,756540.6993,2574188.0052,10,32,0.999,131.0,73458.623,0.074,560.752847,9556.973,1443.356713,9.037485,5.9549127,5
437,972,755540.6993,2574188.0052,756540.6993,2573188.0052,11,32,0.999,345.0,123518.34,0.124,358.024174,10527.173,706.827346,10.0377655,6.3324747,5
438,973,755540.6993,2573188.0052,756540.6993,2572188.0052,12,32,0.999,151.0,91166.391,0.091,603.750934,10527.173,1295.496575,9.217387,5.8093543,5
439,974,755540.6993,2572188.0052,756540.6993,2571188.0052,13,32,0.999,545.0,97213.814,0.097,178.373971,3486.95,283.47158,10.595013,9.833128,3
440,975,755540.6993,2571188.0052,756540.6993,2570188.0052,14,32,0.999,295.0,87632.5,0.088,297.059322,2864.39,408.429651,9.426719,8.769139,3
441,976,755540.6993,2570188.0052,756540.6993,2569188.0052,15,32,0.913,384.0,101792.665,0.111,265.085065,3452.175,361.141039,10.27918,9.23563,3
442,977,755540.6993,2569188.0052,756540.6993,2568188.0052,16,32,0.119,34.0,10119.041,0.085,297.618853,1929.875,390.187631,6.5437593,9.116612,0
443,978,755540.6993,2568188.0052,756540.6993,2567188.0052,17,32,0.186,,,0.0,,,,-17.058067,-0.16735333,1
444,979,755540.6993,2567188.0052,756540.6993,2566188.0052,18,32,0.969,66.0,36103.988,0.037,547.030121,1121.639,383.762527,7.634922,7.225656,5
445,980,755540.6993,2566188.0052,756540.6993,2565188.0052,19,32,0.999,539.0,67615.48,0.068,125.44616,1772.693,153.447128,10.0257845,11.502844,3
446,981,755540.6993,2565188.0052,756540.6993,2564188.0052,20,32,0.999,198.0,159712.998,0.16,806.631303,4309.126,866.216297,8.689192,6.179407,5
447,982,755540.6993,2564188.0052,756540.6993,2563188.0052,21,32,0.999,53.0,47830.289,0.048,902.458283,4309.126,947.756891,8.578446,6.108953,5
448,983,755540.6993,2563188.0052,756540.6993,2562188.0052,22,32,0.999,91.0,20916.354,0.021,229.850044,2779.077,418.053056,6.966309,10.029291,0
449,984,755540.6993,2562188.0052,756540.6993,2561188.0052,23,32,0.999,183.0,59957.887,0.06,327.638727,2746.871,467.574794,8.74906,8.257197,5
450,985,755540.6993,2561188.0052,756540.6993,2560188.0052,24,32,0.999,74.0,22150.552,0.022,299.331784,2498.284,497.258975,6.77626,8.692024,0
451,986,755540.6993,2560188.0052,756540.6993,2559188.0052,25,32,0.999,112.0,30469.292,0.03,272.04725,2034.014,367.825223,6.529631,9.281863,0
452,987,755540.6993,2559188.0052,756540.6993,2558188.0052,26,32,0.751,317.0,66830.33,0.089,210.82123,2273.552,289.994478,9.711524,10.278406,3
453,988,755540.6993,2558188.0052,756540.6993,2557188.0052,27,32,0.006,3.0,2024.569,0.337,674.856333,1425.061,530.479253,8.456617,7.0912256,5
454,999,756540.6993,2577188.0052,757540.6993,2576188.0052,8,33,0.001,4.0,291.432,0.291,72.858,195.996,71.605485,7.769518,13.329832,4
455,1000,756540.6993,2576188.0052,757540.6993,2575188.0052,9,33,0.913,299.0,77077.55,0.084,257.784448,5027.01,561.458534,9.5259905,8.144402,5
456,1001,756540.6993,2575188.0052,757540.6993,2574188.0052,10,33,0.999,65.0,19393.225,0.019,298.357308,7916.532,960.07196,9.129548,7.2282753,5
457,1002,756540.6993,2574188.0052,757540.6993,2573188.0052,11,33,0.999,197.0,33965.719,0.034,172.414817,7916.532,573.516082,9.311004,7.7908998,5
458,1003,756540.6993,2573188.0052,757540.6993,2572188.0052,12,33,0.999,75.0,12824.317,0.013,170.990893,736.181,139.589974,6.4186344,12.403028,4
459,1004,756540.6993,2572188.0052,757540.6993,2571188.0052,13,33,0.999,260.0,33105.727,0.033,127.329719,1137.159,135.075963,9.145537,11.859288,3
460,1005,756540.6993,2571188.0052,757540.6993,2570188.0052,14,33,0.999,44.0,7196.915,0.007,163.56625,699.597,172.398147,6.297742,12.428163,4
461,1006,756540.6993,2570188.0052,757540.6993,2569188.0052,15,33,0.367,10.0,11140.585,0.03,1114.0585,3452.175,1347.634832,8.689666,5.936078,5
462,1009,756540.6993,2567188.0052,757540.6993,2566188.0052,18,33,0.22,2.0,20.868,0.0,10.434,16.997,6.563,-16.7276,0.05017244,1
463,1010,756540.6993,2566188.0052,757540.6993,2565188.0052,19,33,0.923,41.0,25011.7,0.027,610.041463,5111.711,1210.85041,8.407812,6.3168683,5
464,1011,756540.6993,2565188.0052,757540.6993,2564188.0052,20,33,0.999,26.0,7642.799,0.008,293.953808,1347.761,405.262869,6.2323427,9.6402025,0
465,1012,756540.6993,2564188.0052,757540.6993,2563188.0052,21,33,0.999,154.0,23742.572,0.024,154.172545,2713.876,250.027895,7.175314,10.674,0
466,1013,756540.6993,2563188.0052,757540.6993,2562188.0052,22,33,0.999,91.0,32316.453,0.032,355.125857,1708.318,341.160814,6.649117,8.967269,0
467,1014,756540.6993,2562188.0052,757540.6993,2561188.0052,23,33,0.999,111.0,70231.991,0.07,632.72064,2988.94,631.545376,8.121219,6.9139323,5
468,1015,756540.6993,2561188.0052,757540.6993,2560188.0052,24,33,0.999,94.0,18880.895,0.019,200.860585,1838.289,295.253005,6.7470675,10.49797,0
469,1016,756540.6993,2560188.0052,757540.6993,2559188.0052,25,33,0.999,185.0,31625.445,0.032,170.948351,3559.187,363.761933,7.3557205,10.311234,0
470,1017,756540.6993,2559188.0052,757540.6993,2558188.0052,26,33,0.732,62.0,18097.505,0.025,291.895242,2577.265,449.125781,6.7404923,8.798722,0
471,1018,756540.6993,2558188.0052,757540.6993,2557188.0052,27,33,0.068,2.0,274.399,0.004,137.1995,236.058,98.8585,6.2271295,13.540599,4
472,1030,757540.6993,2576188.0052,758540.6993,2575188.0052,9,34,0.475,129.0,21704.484,0.046,168.251814,2681.871,320.06578,7.233728,10.41947,0
473,1031,757540.6993,2575188.0052,758540.6993,2574188.0052,10,34,0.138,,,0.0,,,,-16.500498,-0.2159994,1
474,1032,757540.6993,2574188.0052,758540.6993,2573188.0052,11,34,0.197,55.0,5819.979,0.03,105.8178,435.404,80.37824,7.490831,13.867671,4
475,1033,757540.6993,2573188.0052,758540.6993,2572188.0052,12,34,0.562,59.0,24751.398,0.044,419.51522,2537.511,513.760574,7.4861083,7.7756763,0
476,1034,757540.6993,2572188.0052,758540.6993,2571188.0052,13,34,0.972,328.0,41472.263,0.043,126.439826,3047.367,197.085904,9.594079,11.2360935,3
477,1035,757540.6993,2571188.0052,758540.6993,2570188.0052,14,34,0.715,51.0,28955.652,0.04,567.757882,3608.759,904.473392,8.029431,6.6692677,5
478,1036,757540.6993,2570188.0052,758540.6993,2569188.0052,15,34,0.032,,,0.0,,,,-16.567616,0.09095464,1
479,1040,757540.6993,2566188.0052,758540.6993,2565188.0052,19,34,0.017,1.0,338.927,0.02,338.927,338.927,0.0,5.9444904,10.277338,0
480,1041,757540.6993,2565188.0052,758540.6993,2564188.0052,20,34,0.12,1.0,69.364,0.001,69.364,69.364,0.0,6.443135,15.989676,4
481,1042,757540.6993,2564188.0052,758540.6993,2563188.0052,21,34,0.472,9.0,2214.19,0.005,246.021111,741.758,236.540372,6.079654,10.475619,0
482,1043,757540.6993,2563188.0052,758540.6993,2562188.0052,22,34,0.815,8.0,935.396,0.001,116.9245,312.119,107.543574,6.3948965,13.811275,4
483,1044,757540.6993,2562188.0052,758540.6993,2561188.0052,23,34,0.999,17.0,2028.462,0.002,119.321294,287.182,74.09933,6.2240458,13.838628,4
484,1045,757540.6993,2561188.0052,758540.6993,2560188.0052,24,34,0.999,43.0,10638.206,0.011,247.40014,1738.581,430.391263,6.3579264,9.750854,0
485,1046,757540.6993,2560188.0052,758540.6993,2559188.0052,25,34,0.919,124.0,18516.814,0.02,149.329145,1591.241,222.035969,6.985629,11.515518,0
486,1047,757540.6993,2559188.0052,758540.6993,2558188.0052,26,34,0.421,2.0,60.773,0.0,30.3865,38.663,8.2765,6.229531,16.582535,4
487,1063,758540.6993,2573188.0052,759540.6993,2572188.0052,12,35,0.01,,,0.0,,,,-17.037243,0.19581284,1
488,1064,758540.6993,2572188.0052,759540.6993,2571188.0052,13,35,0.091,2.0,236.766,0.003,118.383,156.172,37.789,6.0863304,13.762766,4
489,1073,758540.6993,2563188.0052,759540.6993,2562188.0052,22,35,0.062,,,0.0,,,,-16.748919,-0.34762642,1
490,1074,758540.6993,2562188.0052,759540.6993,2561188.0052,23,35,0.552,97.0,8372.532,0.015,86.314763,400.478,69.88594,7.473302,14.02206,4
491,1075,758540.6993,2561188.0052,759540.6993,2560188.0052,24,35,0.209,93.0,13876.072,0.066,149.205075,1465.255,198.189319,7.1432486,11.750118,0
492,1076,758540.6993,2560188.0052,759540.6993,2559188.0052,25,35,0.073,,,0.0,,,,-17.009941,0.3396711,1
493,1077,758540.6993,2559188.0052,759540.6993,2558188.0052,26,35,0.32,,,0.0,,,,-17.352217,-0.16117889,1
494,1106,759540.6993,2560188.0052,760540.6993,2559188.0052,25,36,0.009,,,0.0,,,,-16.433496,-0.23187445,1
495,1107,759540.6993,2559188.0052,760540.6993,2558188.0052,26,36,0.026,,,0.0,,,,-16.876282,0.18408707,1
