id,left,top,right,bottom,row_index,col_index,area_km2,fid_count,fid_sum,id_count,area_m2_co,area_m2_su,DN_count,DN_sum,DN_mean,obf_pct,obf_n,bld_n,wsf_n,UMI,UMI_w
577,742540.699300000094809,2579188.005200000014156,743540.699300000094809,2578188.005200000014156,6,19,0.999,492,45127401.000000,492,492,123681.342000,196,35445.000000,180.841837,12.381,0.233,0.278,0.727,0.413,0.350
578,742540.699300000094809,2578188.005200000014156,743540.699300000094809,2577188.005200000014156,7,19,0.999,336,30127006.000000,336,336,68919.246000,127,21930.000000,172.677165,6.899,0.130,0.190,0.695,0.338,0.267
579,742540.699300000094809,2577188.005200000014156,743540.699300000094809,2576188.005200000014156,8,19,0.999,363,34721524.000000,363,363,156028.772000,319,13770.000000,43.166144,15.618,0.294,0.205,0.174,0.224,0.234
580,742540.699300000094809,2576188.005200000014156,743540.699300000094809,2575188.005200000014156,9,19,0.999,1093,101717116.000000,1093,1093,256652.725000,378,30090.000000,79.603175,25.691,0.483,0.617,0.320,0.473,0.504
581,742540.699300000094809,2575188.005200000014156,743540.699300000094809,2574188.005200000014156,10,19,0.999,847,77963938.000000,847,847,228026.495000,246,20145.000000,81.890244,22.825,0.429,0.478,0.329,0.412,0.429
582,742540.699300000094809,2574188.005200000014156,743540.699300000094809,2573188.005200000014156,11,19,0.999,23,2219114.000000,23,23,4707.528000,7,1530.000000,218.571429,0.471,0.009,0.013,0.879,0.300,0.185
583,742540.699300000094809,2573188.005200000014156,743540.699300000094809,2572188.005200000014156,12,19,0.999,11,934990.000000,11,11,1410.043000,1,0.000000,0.000000,0.141,0.003,0.006,0.000,0.003,0.004
584,742540.699300000094809,2572188.005200000014156,743540.699300000094809,2571188.005200000014156,13,19,0.999,75,7084111.000000,75,75,19731.488000,15,3315.000000,221.000000,1.975,0.037,0.042,0.889,0.323,0.209
585,742540.699300000094809,2571188.005200000014156,743540.699300000094809,2570188.005200000014156,14,19,0.999,124,11315259.000000,124,124,19116.861000,38,7905.000000,208.026316,1.914,0.036,0.070,0.837,0.314,0.210
586,742540.699300000094809,2570188.005200000014156,743540.699300000094809,2569188.005200000014156,15,19,0.999,496,46295850.000000,496,496,58203.354000,137,22695.000000,165.656934,5.826,0.110,0.280,0.666,0.352,0.289
587,742540.699300000094809,2569188.005200000014156,743540.699300000094809,2568188.005200000014156,16,19,0.999,78,6740312.000000,78,78,29867.389000,47,11475.000000,244.148936,2.990,0.056,0.044,0.982,0.361,0.236
588,742540.699300000094809,2568188.005200000014156,743540.699300000094809,2567188.005200000014156,17,19,0.999,65,6121064.000000,65,65,9944.909000,18,4335.000000,240.833333,0.995,0.019,0.037,0.969,0.342,0.216
589,742540.699300000094809,2567188.005200000014156,743540.699300000094809,2566188.005200000014156,18,19,0.718,53,4795566.000000,53,53,12338.106000,13,2805.000000,215.769231,1.718,0.032,0.030,0.868,0.310,0.198
590,742540.699300000094809,2566188.005200000014156,743540.699300000094809,2565188.005200000014156,19,19,0.762,17,1546075.000000,17,17,9004.367000,11,2040.000000,185.454545,1.182,0.022,0.010,0.746,0.259,0.162
591,742540.699300000094809,2565188.005200000014156,743540.699300000094809,2564188.005200000014156,20,19,0.423,8,900486.000000,8,8,872.059000,2,255.000000,127.500000,0.206,0.004,0.005,0.513,0.174,0.106
592,742540.699300000094809,2564188.005200000014156,743540.699300000094809,2563188.005200000014156,21,19,0.420,2,175989.000000,2,2,145.697000,1,0.000000,0.000000,0.035,0.001,0.001,0.000,0.001,0.001
593,742540.699300000094809,2563188.005200000014156,743540.699300000094809,2562188.005200000014156,22,19,0.996,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
594,742540.699300000094809,2562188.005200000014156,743540.699300000094809,2561188.005200000014156,23,19,0.999,25,2802898.000000,25,25,1761.793000,6,1275.000000,212.500000,0.176,0.003,0.014,0.855,0.291,0.178
595,742540.699300000094809,2561188.005200000014156,743540.699300000094809,2560188.005200000014156,24,19,0.972,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
596,742540.699300000094809,2560188.005200000014156,743540.699300000094809,2559188.005200000014156,25,19,0.064,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
603,743540.699300000094809,2583188.005200000014156,744540.699300000094809,2582188.005200000014156,2,20,0.004,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
604,743540.699300000094809,2582188.005200000014156,744540.699300000094809,2581188.005200000014156,3,20,0.196,28,2696823.000000,28,28,7464.496000,15,3570.000000,238.000000,3.808,0.072,0.016,0.957,0.348,0.227
605,743540.699300000094809,2581188.005200000014156,744540.699300000094809,2580188.005200000014156,4,20,0.413,3,235015.000000,3,3,408.384000,3,510.000000,170.000000,0.099,0.002,0.002,0.684,0.229,0.138
606,743540.699300000094809,2580188.005200000014156,744540.699300000094809,2579188.005200000014156,5,20,0.999,204,19213171.000000,204,204,56395.986000,77,15045.000000,195.389610,5.645,0.106,0.115,0.786,0.336,0.246
607,743540.699300000094809,2579188.005200000014156,744540.699300000094809,2578188.005200000014156,6,20,0.999,241,22207870.000000,241,241,80256.890000,107,17595.000000,164.439252,8.034,0.151,0.136,0.661,0.316,0.247
608,743540.699300000094809,2578188.005200000014156,744540.699300000094809,2577188.005200000014156,7,20,0.999,278,26276359.000000,278,278,65550.838000,95,12495.000000,131.526316,6.562,0.123,0.157,0.529,0.270,0.218
609,743540.699300000094809,2577188.005200000014156,744540.699300000094809,2576188.005200000014156,8,20,0.999,374,34676217.000000,374,374,78478.850000,168,26265.000000,156.339286,7.856,0.148,0.211,0.629,0.329,0.269
610,743540.699300000094809,2576188.005200000014156,744540.699300000094809,2575188.005200000014156,9,20,0.999,1284,119396303.000000,1284,1284,340384.698000,252,19125.000000,75.892857,34.073,0.641,0.725,0.305,0.557,0.607
611,743540.699300000094809,2575188.005200000014156,744540.699300000094809,2574188.005200000014156,10,20,0.999,1156,107163195.000000,1156,1156,273316.183000,376,22440.000000,59.680851,27.359,0.515,0.653,0.240,0.469,0.515
612,743540.699300000094809,2574188.005200000014156,744540.699300000094809,2573188.005200000014156,11,20,0.999,7,882493.000000,7,7,1625.241000,7,1530.000000,218.571429,0.163,0.003,0.004,0.879,0.295,0.179
613,743540.699300000094809,2573188.005200000014156,744540.699300000094809,2572188.005200000014156,12,20,0.999,194,18593763.000000,194,194,49026.776000,75,11985.000000,159.800000,4.908,0.092,0.110,0.643,0.282,0.209
614,743540.699300000094809,2572188.005200000014156,744540.699300000094809,2571188.005200000014156,13,20,0.999,434,39307916.000000,434,434,124562.359000,209,39525.000000,189.114833,12.469,0.235,0.245,0.761,0.414,0.344
615,743540.699300000094809,2571188.005200000014156,744540.699300000094809,2570188.005200000014156,14,20,0.999,555,51953475.000000,555,555,120747.798000,253,39015.000000,154.209486,12.087,0.227,0.313,0.620,0.387,0.340
616,743540.699300000094809,2570188.005200000014156,744540.699300000094809,2569188.005200000014156,15,20,0.999,641,58575652.000000,641,641,123238.991000,169,23970.000000,141.834320,12.336,0.232,0.362,0.570,0.388,0.352
617,743540.699300000094809,2569188.005200000014156,744540.699300000094809,2568188.005200000014156,16,20,0.999,325,30065916.000000,325,325,56785.329000,66,11985.000000,181.590909,5.684,0.107,0.184,0.730,0.340,0.262
618,743540.699300000094809,2568188.005200000014156,744540.699300000094809,2567188.005200000014156,17,20,0.999,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
619,743540.699300000094809,2567188.005200000014156,744540.699300000094809,2566188.005200000014156,18,20,0.999,35,3068111.000000,35,35,3618.719000,5,1020.000000,204.000000,0.362,0.007,0.020,0.821,0.283,0.175
620,743540.699300000094809,2566188.005200000014156,744540.699300000094809,2565188.005200000014156,19,20,0.999,43,3869974.000000,43,43,14156.458000,17,4080.000000,240.000000,1.417,0.027,0.024,0.965,0.339,0.213
621,743540.699300000094809,2565188.005200000014156,744540.699300000094809,2564188.005200000014156,20,20,0.990,32,3236771.000000,32,32,8982.227000,23,2805.000000,121.956522,0.907,0.017,0.018,0.491,0.175,0.112
622,743540.699300000094809,2564188.005200000014156,744540.699300000094809,2563188.005200000014156,21,20,0.968,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
623,743540.699300000094809,2563188.005200000014156,744540.699300000094809,2562188.005200000014156,22,20,0.999,106,9646065.000000,106,106,10522.974000,18,4080.000000,226.666667,1.053,0.020,0.060,0.912,0.331,0.214
624,743540.699300000094809,2562188.005200000014156,744540.699300000094809,2561188.005200000014156,23,20,0.999,5,408652.000000,5,5,189.796000,1,0.000000,0.000000,0.019,0.000,0.003,0.000,0.001,0.001
625,743540.699300000094809,2561188.005200000014156,744540.699300000094809,2560188.005200000014156,24,20,0.999,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
626,743540.699300000094809,2560188.005200000014156,744540.699300000094809,2559188.005200000014156,25,20,0.215,,,,,,5,1020.000000,204.000000,0.000,0.000,,0.821,,
633,744540.699300000094809,2583188.005200000014156,745540.699300000094809,2582188.005200000014156,2,21,0.387,32,3411661.000000,32,32,6708.458000,15,3570.000000,238.000000,1.733,0.033,0.018,0.957,0.336,0.212
634,744540.699300000094809,2582188.005200000014156,745540.699300000094809,2581188.005200000014156,3,21,0.999,95,8387939.000000,95,95,27324.715000,41,8925.000000,217.682927,2.735,0.051,0.054,0.876,0.327,0.217
635,744540.699300000094809,2581188.005200000014156,745540.699300000094809,2580188.005200000014156,4,21,0.999,24,2200924.000000,24,24,3112.367000,3,255.000000,85.000000,0.312,0.006,0.014,0.342,0.121,0.076
636,744540.699300000094809,2580188.005200000014156,745540.699300000094809,2579188.005200000014156,5,21,0.999,883,82711489.000000,883,883,169577.778000,233,13005.000000,55.815451,16.975,0.319,0.499,0.224,0.347,0.372
637,744540.699300000094809,2579188.005200000014156,745540.699300000094809,2578188.005200000014156,6,21,0.999,1771,162279954.000000,1771,1771,385714.432000,418,9180.000000,21.961722,38.610,0.726,1.000,0.088,0.605,0.708
638,744540.699300000094809,2578188.005200000014156,745540.699300000094809,2577188.005200000014156,7,21,0.999,1194,107859767.000000,1194,1194,376244.494000,391,9690.000000,24.782609,37.662,0.709,0.674,0.100,0.494,0.573
639,744540.699300000094809,2577188.005200000014156,745540.699300000094809,2576188.005200000014156,8,21,0.999,728,66004064.000000,728,728,258246.402000,312,21675.000000,69.471154,25.850,0.486,0.411,0.279,0.392,0.415
640,744540.699300000094809,2576188.005200000014156,745540.699300000094809,2575188.005200000014156,9,21,0.999,1539,142441210.000000,1539,1539,483071.917000,338,8415.000000,24.896450,48.356,0.910,0.869,0.100,0.626,0.732
641,744540.699300000094809,2575188.005200000014156,745540.699300000094809,2574188.005200000014156,10,21,0.999,920,86143889.000000,920,920,442432.338000,228,16065.000000,70.460526,44.288,0.833,0.519,0.283,0.545,0.597
642,744540.699300000094809,2574188.005200000014156,745540.699300000094809,2573188.005200000014156,11,21,0.999,373,34440036.000000,373,373,209115.179000,167,13515.000000,80.928144,20.932,0.394,0.211,0.326,0.310,0.307
643,744540.699300000094809,2573188.005200000014156,745540.699300000094809,2572188.005200000014156,12,21,0.999,788,73999007.000000,788,788,193998.436000,294,37740.000000,128.367347,19.419,0.365,0.445,0.516,0.442,0.427
644,744540.699300000094809,2572188.005200000014156,745540.699300000094809,2571188.005200000014156,13,21,0.999,941,87407089.000000,941,941,261223.743000,386,48195.000000,124.857513,26.149,0.492,0.531,0.502,0.508,0.510
645,744540.699300000094809,2571188.005200000014156,745540.699300000094809,2570188.005200000014156,14,21,0.999,880,82703825.000000,880,880,202797.242000,464,61200.000000,131.896552,20.300,0.382,0.497,0.531,0.470,0.458
646,744540.699300000094809,2570188.005200000014156,745540.699300000094809,2569188.005200000014156,15,21,0.999,1021,95962248.000000,1021,1021,361298.866000,549,29325.000000,53.415301,36.166,0.680,0.577,0.215,0.491,0.546
647,744540.699300000094809,2569188.005200000014156,745540.699300000094809,2568188.005200000014156,16,21,0.999,852,77681973.000000,852,852,258893.567000,282,15045.000000,53.351064,25.915,0.488,0.481,0.215,0.395,0.431
648,744540.699300000094809,2568188.005200000014156,745540.699300000094809,2567188.005200000014156,17,21,0.999,5,556764.000000,5,5,437.028000,1,0.000000,0.000000,0.044,0.001,0.003,0.000,0.001,0.002
649,744540.699300000094809,2567188.005200000014156,745540.699300000094809,2566188.005200000014156,18,21,0.999,18,1796796.000000,18,18,2362.596000,12,2805.000000,233.750000,0.236,0.004,0.010,0.940,0.318,0.194
650,744540.699300000094809,2566188.005200000014156,745540.699300000094809,2565188.005200000014156,19,21,0.999,14,1197881.000000,14,14,2393.700000,4,510.000000,127.500000,0.240,0.005,0.008,0.513,0.175,0.108
651,744540.699300000094809,2565188.005200000014156,745540.699300000094809,2564188.005200000014156,20,21,0.999,4,465974.000000,4,4,102.786000,2,255.000000,127.500000,0.010,0.000,0.002,0.513,0.172,0.103
652,744540.699300000094809,2564188.005200000014156,745540.699300000094809,2563188.005200000014156,21,21,0.999,48,4448638.000000,48,48,4764.566000,8,1785.000000,223.125000,0.477,0.009,0.027,0.897,0.311,0.194
653,744540.699300000094809,2563188.005200000014156,745540.699300000094809,2562188.005200000014156,22,21,0.999,116,10080625.000000,116,116,20106.431000,29,6375.000000,219.827586,2.013,0.038,0.065,0.884,0.329,0.218
654,744540.699300000094809,2562188.005200000014156,745540.699300000094809,2561188.005200000014156,23,21,0.999,29,2428267.000000,29,29,2790.946000,4,765.000000,191.250000,0.279,0.005,0.016,0.769,0.263,0.162
655,744540.699300000094809,2561188.005200000014156,745540.699300000094809,2560188.005200000014156,24,21,0.999,3,147874.000000,3,3,210.448000,1,0.000000,0.000000,0.021,0.000,0.002,0.000,0.001,0.001
656,744540.699300000094809,2560188.005200000014156,745540.699300000094809,2559188.005200000014156,25,21,0.139,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
663,745540.699300000094809,2583188.005200000014156,746540.699300000094809,2582188.005200000014156,2,22,0.705,99,8615900.000000,99,99,23901.298000,30,6885.000000,229.500000,3.390,0.064,0.056,0.923,0.348,0.233
664,745540.699300000094809,2582188.005200000014156,746540.699300000094809,2581188.005200000014156,3,22,0.999,283,25836754.000000,283,283,75586.504000,83,12240.000000,147.469880,7.566,0.142,0.160,0.593,0.298,0.239
665,745540.699300000094809,2581188.005200000014156,746540.699300000094809,2580188.005200000014156,4,22,0.999,397,37028026.000000,397,397,83605.550000,111,18360.000000,165.405405,8.369,0.157,0.224,0.665,0.349,0.285
666,745540.699300000094809,2580188.005200000014156,746540.699300000094809,2579188.005200000014156,5,22,0.999,595,55160984.000000,595,595,175361.455000,185,15810.000000,85.459459,17.554,0.330,0.336,0.344,0.337,0.335
667,745540.699300000094809,2579188.005200000014156,746540.699300000094809,2578188.005200000014156,6,22,0.999,1396,129522077.000000,1396,1396,494513.344000,432,5100.000000,11.805556,49.501,0.931,0.788,0.047,0.589,0.697
668,745540.699300000094809,2578188.005200000014156,746540.699300000094809,2577188.005200000014156,7,22,0.999,941,85871522.000000,941,941,310283.289000,366,24480.000000,66.885246,31.059,0.584,0.531,0.269,0.461,0.500
669,745540.699300000094809,2577188.005200000014156,746540.699300000094809,2576188.005200000014156,8,22,0.999,700,60719256.000000,700,700,304958.891000,245,16065.000000,65.571429,30.526,0.574,0.395,0.264,0.411,0.440
670,745540.699300000094809,2576188.005200000014156,746540.699300000094809,2575188.005200000014156,9,22,0.999,934,83376156.000000,934,934,479461.230000,305,11220.000000,36.786885,47.994,0.903,0.527,0.148,0.526,0.602
671,745540.699300000094809,2575188.005200000014156,746540.699300000094809,2574188.005200000014156,10,22,0.999,710,66520329.000000,710,710,530974.225000,268,11220.000000,41.865672,53.151,1.000,0.401,0.168,0.523,0.594
672,745540.699300000094809,2574188.005200000014156,746540.699300000094809,2573188.005200000014156,11,22,0.999,640,58240411.000000,640,640,497606.058000,266,10710.000000,40.263158,49.810,0.937,0.361,0.162,0.487,0.552
673,745540.699300000094809,2573188.005200000014156,746540.699300000094809,2572188.005200000014156,12,22,0.999,410,36625683.000000,410,410,117111.141000,158,27285.000000,172.689873,11.723,0.221,0.232,0.695,0.383,0.320
674,745540.699300000094809,2572188.005200000014156,746540.699300000094809,2571188.005200000014156,13,22,0.999,697,63634213.000000,697,697,240146.451000,293,38760.000000,132.286689,24.039,0.452,0.394,0.532,0.459,0.445
675,745540.699300000094809,2571188.005200000014156,746540.699300000094809,2570188.005200000014156,14,22,0.999,863,78236421.000000,863,863,204617.074000,332,51000.000000,153.614458,20.482,0.385,0.487,0.618,0.497,0.472
676,745540.699300000094809,2570188.005200000014156,746540.699300000094809,2569188.005200000014156,15,22,0.999,598,54792887.000000,598,598,230186.309000,228,28560.000000,125.263158,23.042,0.434,0.338,0.504,0.425,0.410
677,745540.699300000094809,2569188.005200000014156,746540.699300000094809,2568188.005200000014156,16,22,0.999,63,5878905.000000,63,63,45812.971000,47,11475.000000,244.148936,4.586,0.086,0.036,0.982,0.368,0.245
678,745540.699300000094809,2568188.005200000014156,746540.699300000094809,2567188.005200000014156,17,22,0.999,11,1166079.000000,11,11,5160.239000,8,1785.000000,223.125000,0.517,0.010,0.006,0.897,0.304,0.186
679,745540.699300000094809,2567188.005200000014156,746540.699300000094809,2566188.005200000014156,18,22,0.999,81,6699529.000000,81,81,18684.194000,21,4845.000000,230.714286,1.870,0.035,0.046,0.928,0.336,0.218
680,745540.699300000094809,2566188.005200000014156,746540.699300000094809,2565188.005200000014156,19,22,0.999,181,16703590.000000,181,181,61908.880000,80,19890.000000,248.625000,6.197,0.117,0.102,1.000,0.406,0.288
681,745540.699300000094809,2565188.005200000014156,746540.699300000094809,2564188.005200000014156,20,22,0.999,327,31230848.000000,327,327,52047.564000,70,1530.000000,21.857143,5.210,0.098,0.185,0.088,0.124,0.131
682,745540.699300000094809,2564188.005200000014156,746540.699300000094809,2563188.005200000014156,21,22,0.999,105,9995355.000000,105,105,18028.447000,30,7140.000000,238.000000,1.805,0.034,0.059,0.957,0.350,0.229
683,745540.699300000094809,2563188.005200000014156,746540.699300000094809,2562188.005200000014156,22,22,0.999,108,9828704.000000,108,108,28900.707000,34,6885.000000,202.500000,2.893,0.054,0.061,0.814,0.310,0.209
684,745540.699300000094809,2562188.005200000014156,746540.699300000094809,2561188.005200000014156,23,22,0.999,50,4414797.000000,50,50,25393.329000,20,4845.000000,242.250000,2.542,0.048,0.028,0.974,0.350,0.225
685,745540.699300000094809,2561188.005200000014156,746540.699300000094809,2560188.005200000014156,24,22,0.999,23,2016794.000000,23,23,6927.805000,33,6885.000000,208.636364,0.693,0.013,0.013,0.839,0.288,0.178
686,745540.699300000094809,2560188.005200000014156,746540.699300000094809,2559188.005200000014156,25,22,0.432,,,,,,15,2805.000000,187.000000,0.000,0.000,,0.752,,
693,746540.699300000094809,2583188.005200000014156,747540.699300000094809,2582188.005200000014156,2,23,0.100,2,260872.000000,2,2,330.270000,2,255.000000,127.500000,0.330,0.006,0.001,0.513,0.173,0.105
694,746540.699300000094809,2582188.005200000014156,747540.699300000094809,2581188.005200000014156,3,23,0.457,12,1451274.000000,12,12,922.845000,3,510.000000,170.000000,0.202,0.004,0.007,0.684,0.232,0.141
695,746540.699300000094809,2581188.005200000014156,747540.699300000094809,2580188.005200000014156,4,23,0.666,137,13754763.000000,137,137,53890.644000,54,10200.000000,188.888889,8.092,0.152,0.077,0.760,0.330,0.244
696,746540.699300000094809,2580188.005200000014156,747540.699300000094809,2579188.005200000014156,5,23,0.999,494,46041400.000000,494,494,167010.148000,241,34425.000000,142.842324,16.718,0.315,0.279,0.575,0.390,0.353
697,746540.699300000094809,2579188.005200000014156,747540.699300000094809,2578188.005200000014156,6,23,0.999,664,60860767.000000,664,664,178872.316000,270,25755.000000,95.388889,17.905,0.337,0.375,0.384,0.365,0.362
698,746540.699300000094809,2578188.005200000014156,747540.699300000094809,2577188.005200000014156,7,23,0.999,1461,134129290.000000,1461,1461,402673.651000,565,16065.000000,28.433628,40.308,0.758,0.825,0.114,0.566,0.656
699,746540.699300000094809,2577188.005200000014156,747540.699300000094809,2576188.005200000014156,8,23,0.999,996,91733625.000000,996,996,335722.926000,454,32385.000000,71.332599,33.606,0.632,0.562,0.287,0.494,0.535
700,746540.699300000094809,2576188.005200000014156,747540.699300000094809,2575188.005200000014156,9,23,0.999,899,84236158.000000,899,899,252401.081000,332,36975.000000,111.370482,25.265,0.475,0.508,0.448,0.477,0.483
701,746540.699300000094809,2575188.005200000014156,747540.699300000094809,2574188.005200000014156,10,23,0.999,1054,98688837.000000,1054,1054,414024.440000,310,20910.000000,67.451613,41.444,0.780,0.595,0.271,0.549,0.604
702,746540.699300000094809,2574188.005200000014156,747540.699300000094809,2573188.005200000014156,11,23,0.999,1016,94942919.000000,1016,1016,416453.940000,363,15810.000000,43.553719,41.687,0.784,0.574,0.175,0.511,0.578
703,746540.699300000094809,2573188.005200000014156,747540.699300000094809,2572188.005200000014156,12,23,0.999,693,62450320.000000,693,693,194728.421000,234,37740.000000,161.282051,19.492,0.367,0.391,0.649,0.469,0.433
704,746540.699300000094809,2572188.005200000014156,747540.699300000094809,2571188.005200000014156,13,23,0.999,497,45107750.000000,497,497,193069.950000,212,28050.000000,132.311321,19.326,0.364,0.281,0.532,0.392,0.364
705,746540.699300000094809,2571188.005200000014156,747540.699300000094809,2570188.005200000014156,14,23,0.999,1015,91105475.000000,1015,1015,215191.825000,315,46665.000000,148.142857,21.541,0.405,0.573,0.596,0.525,0.510
706,746540.699300000094809,2570188.005200000014156,747540.699300000094809,2569188.005200000014156,15,23,0.999,893,81550806.000000,893,893,214725.625000,241,21930.000000,90.995851,21.494,0.404,0.504,0.366,0.425,0.436
707,746540.699300000094809,2569188.005200000014156,747540.699300000094809,2568188.005200000014156,16,23,0.999,524,48594321.000000,524,524,192672.960000,283,17850.000000,63.074205,19.287,0.363,0.296,0.254,0.304,0.314
708,746540.699300000094809,2568188.005200000014156,747540.699300000094809,2567188.005200000014156,17,23,0.999,544,48922163.000000,544,544,201270.254000,187,16830.000000,90.000000,20.147,0.379,0.307,0.362,0.349,0.347
709,746540.699300000094809,2567188.005200000014156,747540.699300000094809,2566188.005200000014156,18,23,0.999,336,30697152.000000,336,336,198332.285000,169,13515.000000,79.970414,19.853,0.374,0.190,0.322,0.295,0.290
710,746540.699300000094809,2566188.005200000014156,747540.699300000094809,2565188.005200000014156,19,23,0.999,858,78047180.000000,858,858,355445.763000,255,10455.000000,41.000000,35.580,0.669,0.484,0.165,0.439,0.494
711,746540.699300000094809,2565188.005200000014156,747540.699300000094809,2564188.005200000014156,20,23,0.999,646,60342231.000000,646,646,177718.742000,187,11985.000000,64.090909,17.790,0.335,0.365,0.258,0.319,0.332
712,746540.699300000094809,2564188.005200000014156,747540.699300000094809,2563188.005200000014156,21,23,0.999,1011,93799903.000000,1011,1011,263463.512000,429,22440.000000,52.307692,26.373,0.496,0.571,0.210,0.426,0.469
713,746540.699300000094809,2563188.005200000014156,747540.699300000094809,2562188.005200000014156,22,23,0.999,927,86660159.000000,927,927,163528.336000,266,23460.000000,88.195489,16.369,0.308,0.523,0.355,0.395,0.403
714,746540.699300000094809,2562188.005200000014156,747540.699300000094809,2561188.005200000014156,23,23,0.999,215,18361272.000000,215,215,64374.946000,98,17085.000000,174.336735,6.444,0.121,0.121,0.701,0.314,0.237
715,746540.699300000094809,2561188.005200000014156,747540.699300000094809,2560188.005200000014156,24,23,0.999,38,3724260.000000,38,38,11982.819000,32,6375.000000,199.218750,1.199,0.023,0.021,0.801,0.282,0.178
716,746540.699300000094809,2560188.005200000014156,747540.699300000094809,2559188.005200000014156,25,23,0.979,,,,,,26,5100.000000,196.153846,0.000,0.000,,0.789,,
717,746540.699300000094809,2559188.005200000014156,747540.699300000094809,2558188.005200000014156,26,23,0.134,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
725,747540.699300000094809,2581188.005200000014156,748540.699300000094809,2580188.005200000014156,4,24,0.302,17,1092786.000000,17,17,2197.592000,4,765.000000,191.250000,0.728,0.014,0.010,0.769,0.264,0.163
726,747540.699300000094809,2580188.005200000014156,748540.699300000094809,2579188.005200000014156,5,24,0.999,279,25247867.000000,279,279,119167.355000,249,40290.000000,161.807229,11.929,0.224,0.158,0.651,0.344,0.283
727,747540.699300000094809,2579188.005200000014156,748540.699300000094809,2578188.005200000014156,6,24,0.999,715,66319871.000000,715,715,233327.607000,351,25755.000000,73.376068,23.356,0.439,0.404,0.295,0.379,0.396
728,747540.699300000094809,2578188.005200000014156,748540.699300000094809,2577188.005200000014156,7,24,0.999,737,68761140.000000,737,737,307377.988000,509,19635.000000,38.575639,30.769,0.579,0.416,0.155,0.383,0.429
729,747540.699300000094809,2577188.005200000014156,748540.699300000094809,2576188.005200000014156,8,24,0.999,442,40508022.000000,442,442,209132.374000,238,33660.000000,141.428571,20.934,0.394,0.250,0.569,0.404,0.371
730,747540.699300000094809,2576188.005200000014156,748540.699300000094809,2575188.005200000014156,9,24,0.999,807,73320089.000000,807,807,301108.891000,324,15810.000000,48.796296,30.141,0.567,0.456,0.196,0.406,0.448
731,747540.699300000094809,2575188.005200000014156,748540.699300000094809,2574188.005200000014156,10,24,0.999,912,82626354.000000,912,912,502345.391000,494,17085.000000,34.585020,50.285,0.946,0.515,0.139,0.533,0.612
732,747540.699300000094809,2574188.005200000014156,748540.699300000094809,2573188.005200000014156,11,24,0.999,1116,100948319.000000,1116,1116,530345.143000,420,17850.000000,42.500000,53.088,0.999,0.630,0.171,0.600,0.686
733,747540.699300000094809,2573188.005200000014156,748540.699300000094809,2572188.005200000014156,12,24,0.999,624,57666211.000000,624,624,213879.148000,238,31875.000000,133.928571,21.409,0.403,0.352,0.539,0.431,0.410
734,747540.699300000094809,2572188.005200000014156,748540.699300000094809,2571188.005200000014156,13,24,0.999,192,18445222.000000,192,192,139845.919000,197,30090.000000,152.741117,13.999,0.263,0.108,0.614,0.328,0.271
735,747540.699300000094809,2571188.005200000014156,748540.699300000094809,2570188.005200000014156,14,24,0.999,867,76041048.000000,867,867,150005.722000,269,49215.000000,182.955390,15.016,0.283,0.490,0.736,0.503,0.456
736,747540.699300000094809,2570188.005200000014156,748540.699300000094809,2569188.005200000014156,15,24,0.999,738,66130126.000000,738,738,167829.014000,303,47175.000000,155.693069,16.800,0.316,0.417,0.626,0.453,0.418
737,747540.699300000094809,2569188.005200000014156,748540.699300000094809,2568188.005200000014156,16,24,0.999,338,30127715.000000,338,338,107831.281000,117,19890.000000,170.000000,10.794,0.203,0.191,0.684,0.359,0.294
738,747540.699300000094809,2568188.005200000014156,748540.699300000094809,2567188.005200000014156,17,24,0.999,598,55088668.000000,598,598,170932.060000,263,19890.000000,75.627376,17.110,0.322,0.338,0.304,0.321,0.325
739,747540.699300000094809,2567188.005200000014156,748540.699300000094809,2566188.005200000014156,18,24,0.999,428,40197360.000000,428,428,154957.148000,160,14535.000000,90.843750,15.511,0.292,0.242,0.365,0.300,0.287
740,747540.699300000094809,2566188.005200000014156,748540.699300000094809,2565188.005200000014156,19,24,0.999,758,67475125.000000,758,758,318539.330000,271,13770.000000,50.811808,31.886,0.600,0.428,0.204,0.411,0.452
741,747540.699300000094809,2565188.005200000014156,748540.699300000094809,2564188.005200000014156,20,24,0.999,1009,90295564.000000,1009,1009,292377.621000,274,11475.000000,41.879562,29.267,0.551,0.570,0.168,0.430,0.482
742,747540.699300000094809,2564188.005200000014156,748540.699300000094809,2563188.005200000014156,21,24,0.999,1391,128156715.000000,1391,1391,353263.281000,451,6120.000000,13.569845,35.362,0.665,0.785,0.055,0.502,0.591
743,747540.699300000094809,2563188.005200000014156,748540.699300000094809,2562188.005200000014156,22,24,0.999,406,37121437.000000,406,406,113827.306000,178,18870.000000,106.011236,11.394,0.214,0.229,0.426,0.290,0.262
